Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
15:30:00,Thursday,31-50,Unknown,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Changing lane to the left,Slight Injury
15:30:00,Thursday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,No priority to vehicle,Slight Injury
7:35:00,Thursday,18-30,Female,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Serious Injury
7:35:00,Thursday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Serious Injury
17:37:00,Monday,31-50,Unknown,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury
17:37:00,Monday,31-50,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,2,2,Going straight,No distancing,Slight Injury
17:38:00,Thursday,18-30,Male,5-10yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,No priority to vehicle,Slight Injury
17:38:00,Thursday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Other,Slight Injury
17:38:00,Thursday,31-50,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Driving carelessly,Slight Injury
17:38:00,Thursday,31-50,Male,2-5yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the left,Slight Injury
17:14:00,Friday,18-30,Male,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driving carelessly,Slight Injury
17:14:00,Friday,Under 18,Male,,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Changing lane to the left,Slight Injury
17:14:00,Friday,18-30,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,No priority to vehicle,Slight Injury
11:10:00,Sunday,Over 51,Male,5-10yr,Minibus,,Tangent road with flat terrain,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
11:10:00,Sunday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight Injury
22:20:00,Sunday,Unknown,Female,2-5yr,,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,4,Going straight,Changing lane to the right,Slight Injury
22:20:00,Sunday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,4,Going straight,Driving at high speed,Slight Injury
22:20:00,Sunday,Over 51,Male,2-5yr,Lorry,No defect,Escarpment,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,4,Going straight,No distancing,Slight Injury
22:20:00,Sunday,Under 18,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,4,Going straight,Changing lane to the right,Slight Injury
22:20:00,Sunday,Under 18,Male,5-10yr,Lorry,,Tangent road with mountainous terrain,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,4,Going straight,Changing lane to the left,Slight Injury
3:07:00,Sunday,31-50,Male,5-10yr,Automobile,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Getting off the vehicle improperly,Serious Injury
23:10:00,Monday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with mild grade and flat terrain,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Other,Slight Injury
23:10:00,Monday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Other,Slight Injury
12:34:00,Monday,31-50,Unknown,Below 1yr,Motorcycle,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Turnover,No distancing,Slight Injury
12:34:00,Monday,18-30,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Reversing,No priority to vehicle,Slight Injury
11:50:00,Wednesday,Over 51,Male,1-2yr,Lorry,,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Overtaking,Slight Injury
11:50:00,Wednesday,31-50,Male,,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury
11:50:00,Wednesday,31-50,Male,Above 10yr,,No defect,Tangent road with mild grade and flat terrain,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Moving Backward,No distancing,Slight Injury
13:30:00,Tuesday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
13:30:00,Tuesday,18-30,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driving carelessly,Slight Injury
17:10:00,Monday,18-30,Unknown,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight Injury
17:10:00,Monday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Overtaking,Slight Injury
8:45:00,Monday,31-50,Male,,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Other,Serious Injury
8:45:00,Monday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,Driving to the left,Serious Injury
20:31:00,Saturday,31-50,Male,1-2yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driving at high speed,Slight Injury
20:31:00,Saturday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Unknown,Unknown,Slight Injury
20:31:00,Saturday,18-30,Male,Below 1yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Changing lane to the right,Slight Injury
7:58:00,Monday,31-50,Male,2-5yr,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Moving Backward,No distancing,Slight Injury
7:58:00,Monday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Other,Slight Injury
17:30:00,Friday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Serious Injury
17:30:00,Friday,18-30,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the left,Serious Injury
7:50:00,Friday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury
7:50:00,Friday,31-50,Unknown,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Turnover,Overtaking,Slight Injury
7:50:00,Friday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Slight Injury
23:05:00,Friday,Unknown,Female,2-5yr,Lorry,No defect,Tangent road with flat terrain,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
23:05:00,Friday,31-50,Male,2-5yr,Bus,No defect,Tangent road with mild grade and flat terrain,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Unknown,No priority to pedestrian,Slight Injury
9:36:00,Thursday,31-50,Male,2-5yr,Long lorry,No defect,Tangent road with mild grade and flat terrain,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
9:36:00,Thursday,Over 51,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Moving Backward,Slight Injury
17:25:00,Saturday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Overtaking,Slight Injury
17:00:00,Tuesday,18-30,Male,Above 10yr,Other,,Tangent road with flat terrain,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
17:00:00,Tuesday,31-50,Male,5-10yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Changing lane to the right,Slight Injury
13:54:00,Thursday,18-30,Male,,Long lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight Injury
13:54:00,Thursday,Over 51,Male,2-5yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Overloading,Slight Injury
10:02:00,Tuesday,31-50,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Other,Serious Injury
14:40:00,Wednesday,18-30,Unknown,5-10yr,Other,,,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No priority to vehicle,Slight Injury
14:40:00,Wednesday,Over 51,Male,Above 10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
16:35:00,Tuesday,18-30,Unknown,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
16:35:00,Tuesday,31-50,Male,Above 10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
12:34:00,Thursday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,No priority to pedestrian,Slight Injury
12:34:00,Thursday,31-50,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
16:25:00,Tuesday,31-50,Male,1-2yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
16:25:00,Tuesday,Over 51,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight Injury
17:46:00,Wednesday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Serious Injury
15:55:00,Wednesday,Over 51,Male,2-5yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,1,1,Going straight,Moving Backward,Slight Injury
9:00:00,Friday,Over 51,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
8:15:00,Tuesday,31-50,Male,5-10yr,Other,,Tangent road with flat terrain,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,No priority to pedestrian,Slight Injury
8:15:00,Tuesday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Moving Backward,Slight Injury
8:15:00,Tuesday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Getting off the vehicle improperly,Slight Injury
7:25:00,Thursday,18-30,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Turnover,Overtaking,Slight Injury
7:25:00,Thursday,18-30,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Moving Backward,Overloading,Slight Injury
7:25:00,Thursday,18-30,Male,5-10yr,Bus,No defect,,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the right,Slight Injury
7:25:00,Thursday,31-50,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Improper parking,Slight Injury
19:30:00,Monday,18-30,Unknown,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Other,Slight Injury
19:15:00,Wednesday,18-30,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Reversing,Changing lane to the left,Serious Injury
17:00:00,Friday,31-50,Male,Above 10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Changing lane to the right,Slight Injury
17:00:00,Friday,31-50,Male,Below 1yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,No priority to pedestrian,Slight Injury
17:00:00,Friday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,6,Going straight,Overspeed,Slight Injury
17:00:00,Friday,31-50,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Parked,Changing lane to the left,Slight Injury
17:00:00,Friday,31-50,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,No priority to vehicle,Slight Injury
17:00:00,Friday,18-30,Male,1-2yr,Lorry,,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Changing lane to the right,Slight Injury
13:50:00,Saturday,31-50,Male,,Ridden horse,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,No distancing,Slight Injury
13:50:00,Saturday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury
17:25:00,Friday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,No distancing,Serious Injury
17:25:00,Friday,31-50,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Stopping,No priority to vehicle,Serious Injury
9:55:00,Wednesday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Other,Slight Injury
9:55:00,Wednesday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Overtaking,Driving carelessly,Slight Injury
16:01:00,Friday,18-30,Male,2-5yr,Lorry,,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
16:01:00,Friday,Under 18,Male,5-10yr,Long lorry,,Tangent road with mild grade and flat terrain,Earth roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Reversing,Driving carelessly,Slight Injury
22:35:00,Thursday,18-30,Male,Below 1yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,1,2,Going straight,Changing lane to the left,Serious Injury
22:35:00,Thursday,18-30,Male,Below 1yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,2,Going straight,No priority to vehicle,Serious Injury
